,mean,std
0,11.162521417248765,14.854535189587224
1,17.33230769779872,23.378293789081088
2,27.142443644425565,27.785185913469192
3,16.332919417012622,19.183037238894975
4,29.83823722640846,25.39189698143389
5,25.33873926104758,23.67696632671272
6,16.004139714723276,23.095213222869038
7,16.87831353385,16.259865471777548
8,22.789812275818996,27.37588917873289
9,19.102523634567625,18.745286432583814
10,33.509065940308496,27.200587193561233
11,27.08245033865773,23.024833334469275
12,28.861839570972506,35.97808815088204
13,40.78865161903177,32.02985914215755
14,26.060331797437783,30.469827656289358
15,32.73117091055054,28.438532917764903
16,41.33617708122114,39.4404112279125
17,25.528024798287184,18.19563688898428
18,32.383030345487015,29.842449798972652
19,24.785297588300754,23.05880632515663
20,40.89156966919125,31.09673134534918
21,36.550780974590694,19.596421739552415
22,40.79989679349303,30.382673944649813
23,42.063442732605765,37.38592050933315
24,41.15438976824387,33.453443790352
25,37.45311025766612,32.98256644498046
26,62.797214464923435,44.454710122318446
27,40.81819056877161,30.676120291598753
28,46.04787253779443,25.606151144990378
29,52.021532215052254,42.15670937517048
30,43.90523420606113,30.35351111070668
31,45.09657678995202,32.43713604991942
32,42.998072267430715,41.59920426564715
33,63.68672448110816,44.978676164024236
34,65.50556758635476,49.15280447845924
35,52.70230646165156,45.73528659966829
36,60.38334496279672,30.82335622955097
37,55.43172839859295,71.69397421010032
38,70.2331253324219,53.79645856688091
39,71.94491073020454,41.2339114401254
40,88.38973169212163,46.59783302292
41,74.68379127268418,36.720150702410784
42,69.03167184357424,44.00567345705477
43,79.09130237353995,64.3831533377896
44,57.58624088114652,35.98791788712368
45,75.60775163587928,51.85616086240919
46,91.6204245747347,53.207985897343505
47,69.86078255774977,52.32517123848483
48,79.9304761077221,40.95901260687681
49,88.28309225994505,53.87216889695325
50,74.10595381085413,32.99790990916929
51,79.33665891064248,52.72697643075946
52,96.91618744047071,72.21638188454152
53,67.405846037418,27.595752224006013
54,77.9640706126974,48.12848525849414
55,81.67974735762103,41.1471166070484
56,80.91509446476371,51.23057475063652
57,83.30235535016656,48.794464394361356
58,99.83073810662026,47.87245147647603
59,64.43328167817995,31.915581538622302
60,84.78782969512595,50.102077258649416
61,90.16887653012944,40.74081269196522
62,103.01839324404264,76.60473382431874
63,88.09384222117261,55.787882144076406
64,116.44324706997372,73.64530390239048
65,113.68527058698562,50.95190351496176
66,70.508193641222,37.04529574355158
67,102.3914672024864,46.799947129239904
68,100.8362962595521,54.94632514685923
69,108.40465943111928,46.54130708757618
70,96.74915306378291,48.41677364763093
71,126.37703404712731,64.43263775387197
72,99.39605585247278,62.66674788852085
73,90.72611593353945,45.8375141029172
74,89.84718108943831,45.50895679540048
75,148.76739776019915,84.06947425623555
76,111.27684158612067,53.48900128257479
77,119.03710823448641,51.10338271381851
78,149.0665236703024,85.79625768907468
79,144.9605697467765,81.93916754294523
80,120.58150918916643,54.97068433976167
81,115.93365027968089,50.914909528851474
82,135.10004105928604,72.59218448122131
83,122.91798652891191,89.62240086812703
84,121.83781773834203,33.66780626714591
85,155.8032573827612,62.29404274968932
86,154.11587357567274,80.52849784507377
87,160.55565208425696,76.95435866723149
88,136.29614069580788,60.523281235530334
89,138.42501446834734,70.37517001035415
90,180.5183831595594,91.40154530042305
91,175.8220125983555,89.12356315707684
92,157.19001001026487,90.69693210608702
93,196.51021432953962,94.36241813478803
94,189.47222714857796,89.09370097527267
95,208.87913660362057,79.26137686257013
96,188.09743772138842,85.64749422438797
97,226.55834245873058,85.52675161410397
98,217.8277912460957,70.72818798535405
99,212.7371273627084,83.46753869550291
100,230.4553056002989,102.61266287250469
101,225.29329254227667,117.82592295783736
102,211.19715874438566,108.73737644032336
103,236.79010159573923,89.66428871324912
104,241.1673463046415,73.26712419834878
105,226.77241994659647,95.35658686239246
106,219.87768136303993,72.28799606540522
107,233.5097249289905,101.12356200195275
108,216.95194607223812,116.99456940006971
109,211.4797077498457,103.24657307799858
110,268.49773028748433,107.77763304586142
